"","Cluster","direction","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"183","down","down","GO:0043409","negative regulation of MAPK cascade","12/441","181/18862",0.00116772805639977,0.0282649559388591,0.0222675738909104,"SFRP1/PRKCD/TAOK3/PTPRC/HIPK3/PTEN/CDK5RAP3/ABCA7/IRAK3/RNF149/CHRNA10/SORL1",12
"184","down","down","GO:0018108","peptidyl-tyrosine phosphorylation","19/441","369/18862",0.00117028620448922,0.0282649559388591,0.0222675738909104,"KDR/TYK2/SFRP1/PRKCD/PTPRC/HIPK3/HCLS1/IQGAP1/AATK/ITGB2/SH3BP5/RELN/MVP/HCK/LRRK1/ADAM17/BMX/STAT3/EPHB4",19
"185","down","down","GO:0032535","regulation of cellular component size","19/441","370/18862",0.00120768569476028,0.0288637748059204,0.0227393327501282,"NEB/FLII/PEX11G/PRKCD/SPTBN5/PREX1/ACTR2/HCLS1/TMOD3/GBA2/PTEN/SEMA6B/WDR1/ARHGAP4/SPTBN4/SLC12A9/DNM2/HCK/MAP1B",19
"186","down","down","GO:0006368","transcription elongation from RNA polymerase II promoter","8/441","90/18862",0.00121840432958481,0.0288637748059204,0.0227393327501282,"HEXIM1/CTDP1/MLLT1/ELL/CDK13/PAF1/RTF1/CTR9",8
"187","down","down","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","8/441","90/18862",0.00121840432958481,0.0288637748059204,0.0227393327501282,"MMP8/ADAM8/PTPRC/RIPK1/ORM2/ORM1/FRMD8/STAT3",8
"188","down","down","GO:0007051","spindle organization","12/441","182/18862",0.00122440846372561,0.0288637748059204,0.0227393327501282,"TPR/GOLGA2/FLNA/SENP6/MYH9/VPS4B/TPPP/CSNK1D/CHMP4B/LIMK2/MAPRE3/VCP",12
"189","down","down","GO:0006801","superoxide metabolic process","7/441","70/18862",0.00122755477909968,0.0288637748059204,0.0227393327501282,"PRKCD/PREX1/ITGB2/ITGAM/GNAI3/SH3PXD2B/SOD2",7
"190","down","down","GO:0046883","regulation of hormone secretion","15/441","260/18862",0.00124956341092742,0.0292266305166393,0.0230251961481696,"ACSL4/SFRP1/ALOX5/KIF5B/CACNA1E/INHBA/MIDN/ARNTL/ITSN1/TCIRG1/STX4/ITPR2/TMF1/GPR27/CACNA1D",15
"191","down","down","GO:0016358","dendrite development","14/441","234/18862",0.00127480003957414,0.029343365555437,0.0231171618355638,"TAOK2/ACSL4/KIDINS220/PPP1R9B/NEDD4/PREX1/ACTR2/IQGAP1/ITSN1/PTEN/RELN/SDC2/ADGRB3/MAP1B",14
"192","down","down","GO:0018212","peptidyl-tyrosine modification","19/441","372/18862",0.00128555279764231,0.029343365555437,0.0231171618355638,"KDR/TYK2/SFRP1/PRKCD/PTPRC/HIPK3/HCLS1/IQGAP1/AATK/ITGB2/SH3BP5/RELN/MVP/HCK/LRRK1/ADAM17/BMX/STAT3/EPHB4",19
"193","down","down","GO:0038083","peptidyl-tyrosine autophosphorylation","4/441","21/18862",0.00128639434625266,0.029343365555437,0.0231171618355638,"KDR/IQGAP1/AATK/BMX",4
"194","down","down","GO:0099515","actin filament-based transport","4/441","21/18862",0.00128639434625266,0.029343365555437,0.0231171618355638,"SYNE2/ACTN4/MYO1F/MYO5A",4
"195","down","down","GO:0002790","peptide secretion","20/441","401/18862",0.00128955316896068,0.029343365555437,0.0231171618355638,"ACSL4/SFRP1/CCDC186/ALOX5/ADAM8/KIF5B/CACNA1E/MIDN/ARNTL/ITSN1/ADAM9/TCIRG1/STX4/STXBP5/ARFGAP3/PAM/ITPR2/STXBP3/GPR27/CACNA1D",20
"196","down","down","GO:0072666","establishment of protein localization to vacuole","6/441","52/18862",0.00129417183817859,0.029343365555437,0.0231171618355638,"NEDD4/SORT1/HGS/ZFYVE16/SORL1/AP3D1",6
"197","down","down","GO:0071219","cellular response to molecule of bacterial origin","13/441","209/18862",0.0013261001882606,0.0293597039649105,0.023130033489813,"ARG1/LTF/DEFA3/UPF1/CEBPB/DEFA4/DEFA1/ADAM9/MAPK1/PPARGC1A/PAF1/HCK/CTR9",13
"198","down","down","GO:0090276","regulation of peptide hormone secretion","13/441","209/18862",0.0013261001882606,0.0293597039649105,0.023130033489813,"ACSL4/SFRP1/ALOX5/KIF5B/CACNA1E/MIDN/ARNTL/ITSN1/TCIRG1/STX4/ITPR2/GPR27/CACNA1D",13
"199","down","down","GO:0072665","protein localization to vacuole","7/441","71/18862",0.00133494437714046,0.0293597039649105,0.023130033489813,"ROCK2/NEDD4/SORT1/HGS/ZFYVE16/SORL1/AP3D1",7
"200","down","down","GO:0030518","intracellular steroid hormone receptor signaling pathway","9/441","113/18862",0.00134572937088244,0.0293597039649105,0.023130033489813,"SAFB2/SAFB/DEFA3/SFRP1/NEDD4/DEFA1/ARNTL/TMF1/CALCOCO1",9
"201","down","down","GO:0071104","response to interleukin-9","3/441","10/18862",0.00134774518650804,0.0293597039649105,0.023130033489813,"STAT5A/STAT5B/STAT3",3
"202","down","down","GO:0090209","negative regulation of triglyceride metabolic process","3/441","10/18862",0.00134774518650804,0.0293597039649105,0.023130033489813,"PLIN5/PIK3CG/SORL1",3
"203","down","down","GO:0099532","synaptic vesicle endosomal processing","3/441","10/18862",0.00134774518650804,0.0293597039649105,0.023130033489813,"ITSN1/ITSN2/AP3D1",3
"204","down","down","GO:2001241","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","3/441","10/18862",0.00134774518650804,0.0293597039649105,0.023130033489813,"DAPK3/CTNNA1/INHBA",3
"205","down","down","GO:0032680","regulation of tumor necrosis factor production","11/441","160/18862",0.00138350185886836,0.0298648861704292,0.0235280239241195,"LTF/MMP8/PTPRC/RIPK1/ORM2/DICER1/ORM1/IRAK3/FRMD8/BCL3/STAT3",11
"206","down","down","GO:0010001","glial cell differentiation","13/441","210/18862",0.00138437591159055,0.0298648861704292,0.0235280239241195,"ITGB4/DAAM2/B4GALT5/NOTCH1/PTEN/TPPP/WDR1/DICER1/RELN/MAPK1/KRAS/NFIB/STAT3",13
"207","down","down","GO:0051702","biological process involved in interaction with symbiont","8/441","92/18862",0.00140516919570185,0.0301328828210519,0.0237391558725706,"ARG1/LTF/CTDP1/CAMP/DEFA1/CHD1/IGF2R/PTX3",8
"208","down","down","GO:0071692","protein localization to extracellular region","19/441","375/18862",0.00141035995202043,0.0301328828210519,0.0237391558725706,"ACSL4/SFRP1/CCDC186/ALOX5/ADAM8/KIF5B/CACNA1E/MIDN/ARNTL/ADAM9/TCIRG1/STX4/STXBP5/ARFGAP3/PAM/ITPR2/STXBP3/GPR27/CACNA1D",19
"209","down","down","GO:0009620","response to fungus","6/441","53/18862",0.00143107649142959,0.0304292053967135,0.0239726034273222,"ARG1/LTF/DEFA3/DEFA4/DEFA1/PTX3",6
"210","down","down","GO:0036465","synaptic vesicle recycling","7/441","72/18862",0.00144953762385648,0.0305295981062474,0.0240516943723954,"GAK/ROCK1/ITSN1/ITSN2/AMPH/DNM2/AP3D1",7
"211","down","down","GO:0099518","vesicle cytoskeletal trafficking","7/441","72/18862",0.00144953762385648,0.0305295981062474,0.0240516943723954,"ACTN4/CCDC186/KIF5B/MYO1F/KIF1B/AP3D1/MYO5A",7
"212","down","down","GO:0030832","regulation of actin filament length","12/441","186/18862",0.0014744286740717,0.0309073633376161,0.0243493037237461,"NEB/FLII/PRKCD/SPTBN5/PREX1/ACTR2/HCLS1/TMOD3/GBA2/WDR1/SPTBN4/HCK",12
"213","down","down","GO:0008585","female gonad development","8/441","93/18862",0.00150670913470734,0.0313016822090555,0.024659954291373,"SFRP1/CEBPB/CTNNA1/INHBA/HSPA5/PTX3/MMP14/STAT5B",8
"214","down","down","GO:0008406","gonad development","13/441","212/18862",0.00150732673103913,0.0313016822090555,0.024659954291373,"SAFB2/FLNA/SFRP1/CEBPB/ARID4A/CTNNA1/INHBA/HSPA5/AGO4/PTX3/MMP14/TMF1/STAT5B",13
"215","down","down","GO:0001704","formation of primary germ layer","9/441","115/18862",0.00152181020760594,0.0314491055501634,0.0247760967027911,"MMP8/ITGB4/INHBA/PRKAR1A/ITGB2/PAF1/MMP14/RTF1/CTR9",9
"216","down","down","GO:0032640","tumor necrosis factor production","11/441","162/18862",0.00152857938767671,0.0314491055501634,0.0247760967027911,"LTF/MMP8/PTPRC/RIPK1/ORM2/DICER1/ORM1/IRAK3/FRMD8/BCL3/STAT3",11
"217","down","down","GO:0035584","calcium-mediated signaling using intracellular calcium source","4/441","22/18862",0.00154349392952848,0.0314646193707548,0.0247883187330358,"KDR/PTGFR/TRPM2/PTPRC",4
"218","down","down","GO:0140112","extracellular vesicle biogenesis","4/441","22/18862",0.00154349392952848,0.0314646193707548,0.0247883187330358,"HGS/VPS4B/RAB27A/SDCBP",4
"219","down","down","GO:0002385","mucosal immune response","5/441","37/18862",0.00160651531863871,0.0325997903015089,0.0256826241278172,"LTF/DEFA3/DEFA4/CAMP/DEFA1",5
"220","down","down","GO:0032874","positive regulation of stress-activated MAPK cascade","9/441","116/18862",0.00161653767416321,0.0326540610180968,0.0257253794462528,"MMP8/TAOK2/TAOK3/MAP3K5/RIPK1/ANKRD6/SDCBP/PJA2/STK3",9
"221","down","down","GO:0022898","regulation of transmembrane transporter activity","15/441","268/18862",0.00168460963112248,0.0338751366547886,0.0266873619105185,"DAPK1/AHCYL1/ACTN4/NEDD4/KIF5B/OXSR1/RIPK1/PLCG2/PTEN/SLMAP/RELN/CAPN1/DNM2/PPARGC1A/CACNA1D",15
"222","down","down","GO:0008154","actin polymerization or depolymerization","13/441","215/18862",0.00170864572633144,0.0342037009361121,0.0269462099847243,"FLII/PPP1R9B/PSTPIP1/PRKCD/SPTBN5/PREX1/ACTR2/HCLS1/TMOD3/GBA2/WDR1/SPTBN4/HCK",13
"223","down","down","GO:0043547","positive regulation of GTPase activity","20/441","411/18862",0.00172633066908204,0.0344027510914824,0.0271030248070184,"SNX18/SIPA1L2/SFRP1/PREX1/SIPA1/IQGAP1/ABR/TBC1D2/ARHGAP4/ARHGAP26/TBC1D14/ACAP2/STXBP5/ARFGAP3/RALGAPA2/DOCK4/ADGRB3/ARHGAP25/DOCK11/DOCK2",20
"224","down","down","GO:0042307","positive regulation of protein import into nucleus","5/441","38/18862",0.00181491379411426,0.0348050323212301,0.0274199482449219,"TPR/FLNA/PRKCD/HCLS1/MAPK1",5
"225","down","down","GO:0060612","adipose tissue development","5/441","38/18862",0.00181491379411426,0.0348050323212301,0.0274199482449219,"ZNF516/SH3PXD2B/PPARGC1A/SORL1/DGAT2",5
"226","down","down","GO:0090257","regulation of muscle system process","14/441","243/18862",0.00181737372640329,0.0348050323212301,0.0274199482449219,"ROCK2/DSC2/CTDP1/ROCK1/DAPK3/NOTCH1/KCNQ1/NOL3/HDAC4/JARID2/PPARGC1A/PIK3CG/DOCK4/ATP2B1",14
"227","down","down","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","9/441","118/18862",0.00182017340420475,0.0348050323212301,0.0274199482449219,"MMP8/TAOK2/TAOK3/MAP3K5/RIPK1/ANKRD6/SDCBP/PJA2/STK3",9
"228","down","down","GO:0090160","Golgi to lysosome transport","3/441","11/18862",0.00182113091054773,0.0348050323212301,0.0274199482449219,"GAK/SORT1/LAMP1",3
"229","down","down","GO:0099624","atrial cardiac muscle cell membrane repolarization","3/441","11/18862",0.00182113091054773,0.0348050323212301,0.0274199482449219,"FLNA/KCNQ1/CACNA1D",3
"230","down","down","GO:1901503","ether biosynthetic process","3/441","11/18862",0.00182113091054773,0.0348050323212301,0.0274199482449219,"ALOX5/FAR1/LPCAT2",3
"231","down","down","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","3/441","11/18862",0.00182113091054773,0.0348050323212301,0.0274199482449219,"CEBPB/ATF6/HSPA5",3
"232","down","down","GO:0043302","positive regulation of leukocyte degranulation","4/441","23/18862",0.00183428306765158,0.0348050323212301,0.0274199482449219,"ITGB2/ITGAM/STX4/LAMP1",4
"233","down","down","GO:0051043","regulation of membrane protein ectodomain proteolysis","4/441","23/18862",0.00183428306765158,0.0348050323212301,0.0274199482449219,"ROCK1/ADAM8/ADAM9/NRDC",4
"234","down","down","GO:1904385","cellular response to angiotensin","4/441","23/18862",0.00183428306765158,0.0348050323212301,0.0274199482449219,"ROCK2/ROCK1/AHCYL1/PRKCD",4
"235","down","down","GO:0045137","development of primary sexual characteristics","13/441","217/18862",0.00185483947592042,0.0348050323212301,0.0274199482449219,"SAFB2/FLNA/SFRP1/CEBPB/ARID4A/CTNNA1/INHBA/HSPA5/AGO4/PTX3/MMP14/TMF1/STAT5B",13
"236","down","down","GO:0007259","receptor signaling pathway via JAK-STAT","11/441","166/18862",0.00185616396492609,0.0348050323212301,0.0274199482449219,"NOTCH1/PTPRC/HGS/HCLS1/CYP1B1/IFNAR1/STAT5A/BCL3/STAT5B/STAT3/CTR9",11
"237","down","down","GO:0016482","cytosolic transport","11/441","166/18862",0.00185616396492609,0.0348050323212301,0.0274199482449219,"FLNA/GAK/KIF5B/ACTR2/SORT1/KIF1B/TBC1D14/MAPK1/LAMP1/SORL1/USP7",11
"238","down","down","GO:0006979","response to oxidative stress","21/441","444/18862",0.00189047374285064,0.0352994340891942,0.027809445682093,"ARG1/TRPM2/DAPK1/ALOX5/PRKCD/OXSR1/MAP3K5/RIPK1/ARNTL/CYP1B1/ADAM9/NME8/NOL3/SESN2/MSRA/STX4/MAPK1/DNM2/PPARGC1A/SOD2/MMP14",21
"239","down","down","GO:0006354","DNA-templated transcription, elongation","9/441","119/18862",0.0019294132287762,0.0358757840530603,0.0282635031883269,"HEXIM1/CTDP1/MLLT1/ELL/CDK13/PAF1/RTF1/THOC5/CTR9",9
"240","down","down","GO:0005996","monosaccharide metabolic process","15/441","272/18862",0.00194569410514597,0.0360277691802863,0.0283832394461207,"HK2/PGM2/HK3/MIDN/PFKFB3/MAN2B2/INPPL1/PFKFB4/SESN2/PPARGC1A/PGD/USP7/DGAT2/MAEA/SLC2A3",15
"241","down","down","GO:0043502","regulation of muscle adaptation","8/441","97/18862",0.00197246001834816,0.0360724786894618,0.0284184622959756,"ROCK2/CTDP1/ROCK1/NOTCH1/NOL3/HDAC4/JARID2/PPARGC1A",8
"242","down","down","GO:0046545","development of primary female sexual characteristics","8/441","97/18862",0.00197246001834816,0.0360724786894618,0.0284184622959756,"SFRP1/CEBPB/CTNNA1/INHBA/HSPA5/PTX3/MMP14/STAT5B",8
"243","down","down","GO:0120162","positive regulation of cold-induced thermogenesis","8/441","97/18862",0.00197246001834816,0.0360724786894618,0.0284184622959756,"GRB10/CEBPB/PTH2R/LCN2/ZNF516/MFN2/APC/PPARGC1A",8
"244","down","down","GO:0009755","hormone-mediated signaling pathway","12/441","193/18862",0.00201281339867011,0.0364188496677933,0.0286913387642903,"SAFB2/SAFB/DEFA3/SFRP1/ABHD2/NEDD4/DEFA1/ARNTL/LATS2/RXRA/TMF1/CALCOCO1",12
"245","down","down","GO:0033044","regulation of chromosome organization","15/441","273/18862",0.00201598492760512,0.0364188496677933,0.0286913387642903,"TPR/SENP6/UPF1/AKAP8L/RNF40/CHFR/JARID2/APC/MAPK1/PPARGC1A/PAF1/WAPL/USP7/RTF1/CTR9",15
"246","down","down","GO:0110053","regulation of actin filament organization","15/441","273/18862",0.00201598492760512,0.0364188496677933,0.0286913387642903,"ROCK2/FLII/FLNA/SFRP1/ROCK1/PRKCD/SPTBN5/PREX1/ACTR2/HCLS1/TMOD3/GBA2/WDR1/SPTBN4/HCK",15
"247","down","down","GO:0050832","defense response to fungus","5/441","39/18862",0.00204243495662844,0.0366240595110463,0.0288530062849353,"ARG1/LTF/DEFA3/DEFA4/DEFA1",5
"248","down","down","GO:0043244","regulation of protein-containing complex disassembly","9/441","120/18862",0.00204382690340672,0.0366240595110463,0.0288530062849353,"FLII/UPF1/SPTBN5/TMOD3/WDR1/SPTBN4/APC/IRAK3/MAP1B",9
"249","down","down","GO:0051817","modulation of process of other organism involved in symbiotic interaction","8/441","98/18862",0.00210495311347851,0.0375679182180662,0.0295965929208603,"LTF/CTDP1/DEFA1/CHD1/KPNA1/IGF2R/PTX3/RXRA",8
"250","down","down","GO:0046785","microtubule polymerization","7/441","77/18862",0.00214220132139828,0.0380797706891759,0.0299998382946134,"GOLGA2/CLIP1/GBA2/TPPP/CSNK1D/MAP1B/MAPRE3",7
"251","down","down","GO:0006929","substrate-dependent cell migration","4/441","24/18862",0.00216093347254051,0.0381078902855953,0.0300219913520039,"ANKS1A/ADAM8/PTPRC/SDCBP",4
"252","down","down","GO:0046835","carbohydrate phosphorylation","4/441","24/18862",0.00216093347254051,0.0381078902855953,0.0300219913520039,"HK2/HK3/PFKFB3/PFKFB4",4
"253","down","down","GO:0002262","myeloid cell homeostasis","10/441","145/18862",0.00220120573517059,0.0386646572612574,0.0304606210741726,"ARID4A/HCLS1/INHBA/TMOD3/SLC15A4/CDK5RAP3/ADAM17/STAT5B/STAT3/MAEA",10
"254","down","down","GO:0044380","protein localization to cytoskeleton","6/441","58/18862",0.00228799036408979,0.0396225183405216,0.0312152389977201,"GOLGB1/CEP131/PPP1R9B/APC/CSNK1D/MAPRE3",6
"255","down","down","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","6/441","58/18862",0.00228799036408979,0.0396225183405216,0.0312152389977201,"SFRP1/PRKCD/PTPRC/SH3BP5/MVP/LRRK1",6
"256","down","down","GO:1904591","positive regulation of protein import","5/441","40/18862",0.00229008613260736,0.0396225183405216,0.0312152389977201,"TPR/FLNA/PRKCD/HCLS1/MAPK1",5
"257","down","down","GO:0032252","secretory granule localization","3/441","12/18862",0.0023862701881821,0.0396225183405216,0.0312152389977201,"KIF5B/KIF1B/PIK3CG",3
"258","down","down","GO:0033182","regulation of histone ubiquitination","3/441","12/18862",0.0023862701881821,0.0396225183405216,0.0312152389977201,"RNF40/TRIP12/CTR9",3
"259","down","down","GO:0033523","histone H2B ubiquitination","3/441","12/18862",0.0023862701881821,0.0396225183405216,0.0312152389977201,"RNF40/PAF1/CTR9",3
"260","down","down","GO:0035672","oligopeptide transmembrane transport","3/441","12/18862",0.0023862701881821,0.0396225183405216,0.0312152389977201,"SLC15A4/SLC15A3/ABCC5",3
"261","down","down","GO:0046322","negative regulation of fatty acid oxidation","3/441","12/18862",0.0023862701881821,0.0396225183405216,0.0312152389977201,"ACADVL/PLIN5/DGAT2",3
"262","down","down","GO:0072584","caveolin-mediated endocytosis","3/441","12/18862",0.0023862701881821,0.0396225183405216,0.0312152389977201,"ITSN1/MAPK1/PACSIN2",3
"263","down","down","GO:0016052","carbohydrate catabolic process","12/441","197/18862",0.00238661607065788,0.0396225183405216,0.0312152389977201,"TPR/PYGL/HK2/NUP153/PGM2/HK3/PFKFB3/MAN2B2/PFKFB4/HDAC4/PPARGC1A/PGD",12
"264","down","down","GO:0017157","regulation of exocytosis","12/441","197/18862",0.00238661607065788,0.0396225183405216,0.0312152389977201,"ADGRE2/NOTCH1/HGS/VPS4B/RAB27A/ITGB2/SDCBP/ITGAM/STX4/LAMP1/STXBP5/STXBP3",12
"265","down","down","GO:0043266","regulation of potassium ion transport","8/441","100/18862",0.00239088200981253,0.0396225183405216,0.0312152389977201,"FLNA/NEDD4/KIF5B/OXSR1/PTEN/KCNQ1/DNM2/CACNA1D",8
"266","down","down","GO:1905269","positive regulation of chromatin organization","8/441","100/18862",0.00239088200981253,0.0396225183405216,0.0312152389977201,"TPR/AKAP8L/RNF40/JARID2/PPARGC1A/PAF1/RTF1/CTR9",8
"267","down","down","GO:0030198","extracellular matrix organization","19/441","393/18862",0.00239641570140198,0.0396225183405216,0.0312152389977201,"KDR/CAPNS2/MMP8/ITGB4/ITGA9/COL17A1/ADAM8/NOTCH1/ITGB2/CYP1B1/NTNG2/ITGAM/CAPN1/SH3PXD2B/VCAN/LCP1/PTX3/BCL3/MMP14",19
"268","down","down","GO:0003012","muscle system process","21/441","453/18862",0.0024018577834033,0.0396225183405216,0.0312152389977201,"ROCK2/DSC2/NEB/CTDP1/FLNA/ROCK1/DAPK3/NOTCH1/TMOD3/SLMAP/KCNQ1/VCL/NOL3/HDAC4/JARID2/PPARGC1A/PIK3CG/DOCK4/ATP2B1/DYSF/CACNA1D",21
"269","down","down","GO:0000302","response to reactive oxygen species","13/441","224/18862",0.00245021180304629,0.0396225183405216,0.0312152389977201,"ARG1/TRPM2/PRKCD/MAP3K5/RIPK1/CYP1B1/ADAM9/NME8/SESN2/MAPK1/DNM2/PPARGC1A/SOD2",13
"270","down","down","GO:0043062","extracellular structure organization","19/441","394/18862",0.00246496987411319,0.0396225183405216,0.0312152389977201,"KDR/CAPNS2/MMP8/ITGB4/ITGA9/COL17A1/ADAM8/NOTCH1/ITGB2/CYP1B1/NTNG2/ITGAM/CAPN1/SH3PXD2B/VCAN/LCP1/PTX3/BCL3/MMP14",19
"271","down","down","GO:0002312","B cell activation involved in immune response","7/441","79/18862",0.00248158215166632,0.0396225183405216,0.0312152389977201,"PTPRC/PLCG2/CR1/KMT5B/SLC15A4/BCL3/DOCK11",7
"272","down","down","GO:0030042","actin filament depolymerization","6/441","59/18862",0.00249774159879072,0.0396225183405216,0.0312152389977201,"FLII/PPP1R9B/SPTBN5/TMOD3/WDR1/SPTBN4",6
"273","down","down","GO:0048488","synaptic vesicle endocytosis","6/441","59/18862",0.00249774159879072,0.0396225183405216,0.0312152389977201,"GAK/ROCK1/ITSN1/ITSN2/AMPH/DNM2",6
"274","down","down","GO:0140238","presynaptic endocytosis","6/441","59/18862",0.00249774159879072,0.0396225183405216,0.0312152389977201,"GAK/ROCK1/ITSN1/ITSN2/AMPH/DNM2",6
"275","down","down","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","6/441","59/18862",0.00249774159879072,0.0396225183405216,0.0312152389977201,"SFRP1/RIPK1/PTEN/FAS/STX4/STK3",6
"276","down","down","GO:0031579","membrane raft organization","4/441","25/18862",0.00252558814321293,0.0396225183405216,0.0312152389977201,"PTPRC/ABCA7/PACSIN2/DOCK2",4
"277","down","down","GO:0035336","long-chain fatty-acyl-CoA metabolic process","4/441","25/18862",0.00252558814321293,0.0396225183405216,0.0312152389977201,"ACSL4/FAR2/FAR1/DGAT2",4
"278","down","down","GO:0036010","protein localization to endosome","4/441","25/18862",0.00252558814321293,0.0396225183405216,0.0312152389977201,"ROCK2/TMEM30A/PACSIN2/SORL1",4
"279","down","down","GO:0051156","glucose 6-phosphate metabolic process","4/441","25/18862",0.00252558814321293,0.0396225183405216,0.0312152389977201,"HK2/PGM2/HK3/PGD",4
"280","down","down","GO:0051894","positive regulation of focal adhesion assembly","4/441","25/18862",0.00252558814321293,0.0396225183405216,0.0312152389977201,"KDR/SFRP1/ROCK1/IQGAP1",4
"281","down","down","GO:0090169","regulation of spindle assembly","4/441","25/18862",0.00252558814321293,0.0396225183405216,0.0312152389977201,"TPR/SENP6/VPS4B/CHMP4B",4
"282","down","down","GO:2000050","regulation of non-canonical Wnt signaling pathway","4/441","25/18862",0.00252558814321293,0.0396225183405216,0.0312152389977201,"SFRP1/DAAM2/ANKRD6/CSNK1D",4
"283","down","down","GO:0045785","positive regulation of cell adhesion","20/441","425/18862",0.0025444313794965,0.0396225183405216,0.0312152389977201,"KDR/CCDC88B/FLNA/OLFM4/SFRP1/ROCK1/ALOX5/SART1/ADAM8/PREX1/IGFBP2/PTPRC/IQGAP1/CR1/ITGB2/ADAM9/STX4/DNM2/STAT5B/AP3D1",20
"284","down","down","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","8/441","101/18862",0.00254481188131183,0.0396225183405216,0.0312152389977201,"HEXIM1/CDKN2B/PTEN/CDK5RAP3/LATS2/APC/ADAM17/MAPRE3",8
"285","down","down","GO:0006997","nucleus organization","9/441","124/18862",0.00255672093276431,0.0396225183405216,0.0312152389977201,"TPR/AHCTF1/SYNE1/NUP153/AKAP8L/VPS4B/SRPK1/CHMP4B/TMF1",9
"286","down","down","GO:0002251","organ or tissue specific immune response","5/441","41/18862",0.00255888000984017,0.0396225183405216,0.0312152389977201,"LTF/DEFA3/DEFA4/CAMP/DEFA1",5
"287","down","down","GO:0044091","membrane biogenesis","5/441","41/18862",0.00255888000984017,0.0396225183405216,0.0312152389977201,"GAK/SERINC1/PTEN/STX4/PACSIN2",5
"288","down","down","GO:0045229","external encapsulating structure organization","19/441","396/18862",0.00260702978418763,0.0402279179198952,0.0316921822449125,"KDR/CAPNS2/MMP8/ITGB4/ITGA9/COL17A1/ADAM8/NOTCH1/ITGB2/CYP1B1/NTNG2/ITGAM/CAPN1/SH3PXD2B/VCAN/LCP1/PTX3/BCL3/MMP14",19
"289","down","down","GO:0043087","regulation of GTPase activity","22/441","487/18862",0.00262427297945226,0.0403538723899164,0.0317914111442659,"SNX18/SIPA1L2/SFRP1/PREX1/SIPA1/CCPG1/PLXNC1/IQGAP1/ABR/TBC1D2/ARHGAP4/ARHGAP26/TBC1D14/ACAP2/STXBP5/ARFGAP3/RALGAPA2/DOCK4/ADGRB3/ARHGAP25/DOCK11/DOCK2",22
"290","down","down","GO:0030595","leukocyte chemotaxis","13/441","226/18862",0.0026464977204601,0.0405552961024988,0.0319500958920155,"TRPM2/ALOX5/ADAM8/ADGRE2/PREX1/OXSR1/DEFA1/MOSPD2/ITGB2/MAPK1/PIK3CG/ADAM17/LYST",13
"291","down","down","GO:0002705","positive regulation of leukocyte mediated immunity","9/441","125/18862",0.00269965330982553,0.0412276952194661,0.0324798224217027,"ARG1/PTPRC/KMT5B/IL18R1/ITGB2/ITGAM/STX4/LAMP1/STAT5B",9
"292","down","down","GO:0018105","peptidyl-serine phosphorylation","16/441","310/18862",0.00272248243066957,0.0414339449379985,0.0326423091723395,"ROCK2/ROCK1/CSNK1G2/PRKCD/SH2D3C/HIPK3/HCLS1/RIPK1/PTEN/RPS6KA3/SPTBN4/MKNK1/LATS2/MAPK1/CSNK1D/STK38L",16
"293","down","down","GO:0010975","regulation of neuron projection development","20/441","428/18862",0.00275677381092488,0.041812637596417,0.0329406491652098,"FLNA/KIDINS220/GAK/SFRP1/NEDD4/PREX1/ACTR2/PLXNC1/IQGAP1/PTEN/SEMA6B/MBOAT1/ARHGAP4/TMEM30A/NTNG2/HSPA5/RELN/SDC2/ADGRB3/MAP1B",20
"294","down","down","GO:0097696","receptor signaling pathway via STAT","11/441","175/18862",0.00280464419864132,0.0421587377503055,0.033213312273797,"NOTCH1/PTPRC/HGS/HCLS1/CYP1B1/IFNAR1/STAT5A/BCL3/STAT5B/STAT3/CTR9",11
"295","down","down","GO:0030048","actin filament-based movement","10/441","150/18862",0.00281889242782755,0.0421587377503055,0.033213312273797,"DSC2/SYNE2/NEB/FLNA/ACTN4/MYH9/MYO1F/KCNQ1/MYO5A/CACNA1D",10
"296","down","down","GO:0006913","nucleocytoplasmic transport","17/441","340/18862",0.00282608971934255,0.0421587377503055,0.033213312273797,"TPR/FLNA/UPF2/AHCYL1/UPF1/NEDD4/PRKCD/NUP153/AKAP8L/PPP1R12A/HCLS1/DHX38/KPNA1/MAPK1/TNPO3/STAT3/THOC5",17
"297","down","down","GO:1904062","regulation of cation transmembrane transport","17/441","340/18862",0.00282608971934255,0.0421587377503055,0.033213312273797,"DAPK1/FLNA/ACTN4/NEDD4/KIF5B/OXSR1/PLCG2/PTEN/SLMAP/KCNQ1/TCIRG1/RELN/CAPN1/DNM2/PPARGC1A/PIK3CG/CACNA1D",17
